"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","94","TestAdminRep_GetByID","","Fri Nov 21 15:45:16 UTC 2025","passed","Fri Nov 21 15:45:17 UTC 2025","","AdminRepSuite","",""
"","93","TestUserRep_GetByLogin","","Fri Nov 21 15:45:17 UTC 2025","passed","Fri Nov 21 15:45:17 UTC 2025","","UserRepSuite","",""
"","260","TestUserRep_Update","","Fri Nov 21 15:45:17 UTC 2025","passed","Fri Nov 21 15:45:17 UTC 2025","","UserRepSuite","",""
"","222","TestUserRep_Delete","","Fri Nov 21 15:45:17 UTC 2025","passed","Fri Nov 21 15:45:17 UTC 2025","","UserRepSuite","",""
"","41","Duplicate error","AuthorRepSuite","Fri Nov 21 15:45:12 UTC 2025","passed","Fri Nov 21 15:45:12 UTC 2025","","TestAuthorRep_Add","",""
"","0","TestAuthAdmin_VerifyByToken","","Fri Nov 21 15:43:28 UTC 2025","passed","Fri Nov 21 15:43:28 UTC 2025","","AuthAdminServiceSuite","",""
"","481","Success with title filter","EventRepSuite","Fri Nov 21 15:45:15 UTC 2025","passed","Fri Nov 21 15:45:16 UTC 2025","","TestEventRep_GetAllEvents","",""
"","0","TestCollectionServ_Update","","Fri Nov 21 15:43:30 UTC 2025","passed","Fri Nov 21 15:43:30 UTC 2025","","CollectionServiceSuite","",""
"","0","TestAuthZ_Authz_GetUserID","","Fri Nov 21 15:43:28 UTC 2025","passed","Fri Nov 21 15:43:28 UTC 2025","","AuthZServiceSuite","",""
"","14","Not found","CollectionRepSuite","Fri Nov 21 15:45:16 UTC 2025","passed","Fri Nov 21 15:45:16 UTC 2025","","TestCollectionRep_Delete","",""
"","1099","TestEventRep_Add","","Fri Nov 21 15:45:13 UTC 2025","passed","Fri Nov 21 15:45:14 UTC 2025","","EventRepSuite","",""
"","55","Success","CollectionRepSuite","Fri Nov 21 15:45:16 UTC 2025","passed","Fri Nov 21 15:45:16 UTC 2025","","TestCollectionRep_Add","",""
"","8","Not found","UserRepSuite","Fri Nov 21 15:45:17 UTC 2025","passed","Fri Nov 21 15:45:17 UTC 2025","","TestUserRep_UpdateSubscribeToMailing","",""
