"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16","Not found","EventRepSuite","Mon Nov 03 18:25:32 GMT 2025","passed","Mon Nov 03 18:25:32 GMT 2025","","TestEventRep_Update","",""
"","0","TestUserService_GetSelf","","Mon Nov 03 18:23:50 GMT 2025","passed","Mon Nov 03 18:23:50 GMT 2025","","UserServiceSuite","",""
"","28","Update function returns error","CollectionRepSuite","Mon Nov 03 18:25:37 GMT 2025","passed","Mon Nov 03 18:25:37 GMT 2025","","TestCollectionRep_Update","",""
"","505","Duplicate error","EventRepSuite","Mon Nov 03 18:25:32 GMT 2025","passed","Mon Nov 03 18:25:33 GMT 2025","","TestEventRep_Add","",""
"","118","Success","UserRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","TestUserRep_GetAllSubscribed","",""
"","0","TestAuthorServ_Add","","Mon Nov 03 18:23:49 GMT 2025","passed","Mon Nov 03 18:23:49 GMT 2025","","AuthorServiceSuite","",""
"","99","Duplicate ID error","EmployeeRepSuite","Mon Nov 03 18:25:35 GMT 2025","passed","Mon Nov 03 18:25:35 GMT 2025","","TestEmployeeRep_Add","",""
"","132","Duplicate login error","UserRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","TestUserRep_Update","",""
"","70","Duplicate login error","UserRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","TestUserRep_Add","",""
"","362","TestArtworkRep_GetAllArtworks","","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","ArtworkRepSuite","",""
"","5","TestBuyTicketsServ_BuyTicket","","Mon Nov 03 18:23:49 GMT 2025","passed","Mon Nov 03 18:23:49 GMT 2025","","BuyTicketsServiceSuite","",""
"","144","Success","EmployeeRepSuite","Mon Nov 03 18:25:35 GMT 2025","passed","Mon Nov 03 18:25:35 GMT 2025","","TestEmployeeRep_Add","",""
"","296","TestEmployeeRep_GetByID","","Mon Nov 03 18:25:35 GMT 2025","passed","Mon Nov 03 18:25:35 GMT 2025","","EmployeeRepSuite","",""
"","50","Success","AuthorRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","TestAuthorRep_GetByID","",""
"","36","Collection not found error","ArtworkRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","TestArtworkRep_Add","",""
"","155","Success","ArtworkRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","TestArtworkRep_Update","",""
"","48","Duplicate error","CollectionRepSuite","Mon Nov 03 18:25:37 GMT 2025","passed","Mon Nov 03 18:25:37 GMT 2025","","TestCollectionRep_Add","",""
"","20","Not found","EmployeeRepSuite","Mon Nov 03 18:25:35 GMT 2025","passed","Mon Nov 03 18:25:35 GMT 2025","","TestEmployeeRep_GetByID","",""
"","99","TestAdminRep_Update","","Mon Nov 03 18:25:35 GMT 2025","passed","Mon Nov 03 18:25:35 GMT 2025","","AdminRepSuite","",""
"","489","TestEmployeeRep_Update","","Mon Nov 03 18:25:35 GMT 2025","passed","Mon Nov 03 18:25:35 GMT 2025","","EmployeeRepSuite","",""
"","8","Not found","CollectionRepSuite","Mon Nov 03 18:25:37 GMT 2025","passed","Mon Nov 03 18:25:37 GMT 2025","","TestCollectionRep_GetByID","",""
"","0","TestAuthorServ_Delete","","Mon Nov 03 18:23:49 GMT 2025","passed","Mon Nov 03 18:23:49 GMT 2025","","AuthorServiceSuite","",""
"","2357","TestEventRep_AddArtworksToEvent","","Mon Nov 03 18:25:32 GMT 2025","passed","Mon Nov 03 18:25:34 GMT 2025","","EventRepSuite","",""
"","12","Not found","EventRepSuite","Mon Nov 03 18:25:34 GMT 2025","passed","Mon Nov 03 18:25:34 GMT 2025","","TestEventRep_GetByID","",""
"","150","TestAuthorRep_Update","","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","AuthorRepSuite","",""
"","208","Empty result for event without artworks","EventRepSuite","Mon Nov 03 18:25:32 GMT 2025","passed","Mon Nov 03 18:25:33 GMT 2025","","TestEventRep_GetArtworkIDs","",""
"","1","TestSearcher_GetEvent","","Mon Nov 03 18:23:50 GMT 2025","passed","Mon Nov 03 18:23:50 GMT 2025","","SearcherServiceSuite","",""
"","143","Success","EmployeeRepSuite","Mon Nov 03 18:25:35 GMT 2025","passed","Mon Nov 03 18:25:35 GMT 2025","","TestEmployeeRep_GetByLogin","",""
"","121","TestCollectionRep_Update","","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:37 GMT 2025","","CollectionRepSuite","",""
"","56","Success","AuthorRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","TestAuthorRep_Add","",""
"","19","Not found","ArtworkRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","TestArtworkRep_GetByID","",""
"","0","TestAdminService_GetAllUsers","","Mon Nov 03 18:23:48 GMT 2025","passed","Mon Nov 03 18:23:48 GMT 2025","","AdminServiceSuite","",""
"","1","TestEventServ_GetAll","","Mon Nov 03 18:23:50 GMT 2025","passed","Mon Nov 03 18:23:50 GMT 2025","","EventServiceSuite","",""
"","3","TestEventService_Update","","Mon Nov 03 18:23:50 GMT 2025","passed","Mon Nov 03 18:23:50 GMT 2025","","EventServiceSuite","",""
"","0","TestAuthEmployee_RegisterEmployee","","Mon Nov 03 18:23:48 GMT 2025","passed","Mon Nov 03 18:23:48 GMT 2025","","AuthEmployeeServiceSuite","",""
"","219","TestUserRep_GetByLogin","","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","UserRepSuite","",""
"","1","TestAuthUser_LoginUser","","Mon Nov 03 18:23:48 GMT 2025","passed","Mon Nov 03 18:23:48 GMT 2025","","AuthUserServiceSuite","",""
"","65","TestCollectionRep_Delete","","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:37 GMT 2025","","CollectionRepSuite","",""
"","49","Success","CollectionRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:37 GMT 2025","","TestCollectionRep_Delete","",""
"","0","TestCollectionServ_Update","","Mon Nov 03 18:23:49 GMT 2025","passed","Mon Nov 03 18:23:49 GMT 2025","","CollectionServiceSuite","",""
"","17","Not found","EventRepSuite","Mon Nov 03 18:25:33 GMT 2025","passed","Mon Nov 03 18:25:33 GMT 2025","","TestEventRep_SetNotValid","",""
"","87","Duplicate login error","EmployeeRepSuite","Mon Nov 03 18:25:35 GMT 2025","passed","Mon Nov 03 18:25:35 GMT 2025","","TestEmployeeRep_Add","",""
"","29","Has artworks - false","AuthorRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","TestAuthorRep_HasArtworks","",""
"","17","Author not found error","ArtworkRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","TestArtworkRep_Add","",""
"","116","Duplicate error","ArtworkRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","TestArtworkRep_Add","",""
"","18","Not found","UserRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","TestUserRep_Update","",""
"","102","Success - enable subscription","UserRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","TestUserRep_UpdateSubscribeToMailing","",""
"","1","TestCollectionServ_Add","","Mon Nov 03 18:23:49 GMT 2025","passed","Mon Nov 03 18:23:49 GMT 2025","","CollectionServiceSuite","",""
"","71","Success","UserRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","TestUserRep_GetByLogin","",""
"","3024","TestEventRep_GetAllEvents","","Mon Nov 03 18:25:32 GMT 2025","passed","Mon Nov 03 18:25:35 GMT 2025","","EventRepSuite","",""
"","1","TestCollectionServ_GetAll","","Mon Nov 03 18:23:49 GMT 2025","passed","Mon Nov 03 18:23:49 GMT 2025","","CollectionServiceSuite","",""
"","493","TestEmployeeRep_Add","","Mon Nov 03 18:25:35 GMT 2025","passed","Mon Nov 03 18:25:35 GMT 2025","","EmployeeRepSuite","",""
"","1804","TestEventRep_GetCollectionsStat","","Mon Nov 03 18:25:32 GMT 2025","passed","Mon Nov 03 18:25:34 GMT 2025","","EventRepSuite","",""
"","92","TestAdminRep_GetByID","","Mon Nov 03 18:25:35 GMT 2025","passed","Mon Nov 03 18:25:35 GMT 2025","","AdminRepSuite","",""
"","1","TestMailingService_SendMailToAllUsers","","Mon Nov 03 18:23:50 GMT 2025","passed","Mon Nov 03 18:23:50 GMT 2025","","MailingServiceSuite","",""
"","1","TestBuyTicketsServ_GetAllTicketPurchasesOfUser","","Mon Nov 03 18:23:49 GMT 2025","passed","Mon Nov 03 18:23:49 GMT 2025","","BuyTicketsServiceSuite","",""
"","81","Success","CollectionRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:37 GMT 2025","","TestCollectionRep_Update","",""
"","0","TestAuthZ_Authz_GetUserID","","Mon Nov 03 18:23:48 GMT 2025","passed","Mon Nov 03 18:23:48 GMT 2025","","AuthZServiceSuite","",""
"","174","Success","EmployeeRepSuite","Mon Nov 03 18:25:35 GMT 2025","passed","Mon Nov 03 18:25:35 GMT 2025","","TestEmployeeRep_Update","",""
"","126","Success","ArtworkRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","TestArtworkRep_GetByID","",""
"","15","Employee not found error","EventRepSuite","Mon Nov 03 18:25:33 GMT 2025","passed","Mon Nov 03 18:25:33 GMT 2025","","TestEventRep_Add","",""
"","17","Employee does not exist","EventRepSuite","Mon Nov 03 18:25:32 GMT 2025","passed","Mon Nov 03 18:25:32 GMT 2025","","TestEventRep_CheckEmployeeByID","",""
"","1","TestAuthEmployee_VerifyByToken","","Mon Nov 03 18:23:48 GMT 2025","passed","Mon Nov 03 18:23:48 GMT 2025","","AuthEmployeeServiceSuite","",""
"","523","Success","EventRepSuite","Mon Nov 03 18:25:32 GMT 2025","passed","Mon Nov 03 18:25:33 GMT 2025","","TestEventRep_GetEventsOfArtworkOnDate","",""
"","931","Success with empty filter","EventRepSuite","Mon Nov 03 18:25:33 GMT 2025","passed","Mon Nov 03 18:25:34 GMT 2025","","TestEventRep_GetAllEvents","",""
"","0","TestAdminService_ChangeEmployeeRights","","Mon Nov 03 18:23:48 GMT 2025","passed","Mon Nov 03 18:23:48 GMT 2025","","AdminServiceSuite","",""
"","1","TestSearcher_GetArtworksFromEvent","","Mon Nov 03 18:23:50 GMT 2025","passed","Mon Nov 03 18:23:50 GMT 2025","","SearcherServiceSuite","",""
"","204","TestAuthorRep_GetByID","","Mon Nov 03 18:25:35 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","AuthorRepSuite","",""
"","70","TestAuthorRep_Delete","","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","AuthorRepSuite","",""
"","139","TestUserRep_Add","","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","UserRepSuite","",""
"","0","TestEventService_Add","","Mon Nov 03 18:23:50 GMT 2025","passed","Mon Nov 03 18:23:50 GMT 2025","","EventServiceSuite","",""
"","147","TestArtworkRep_GetByID","","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","ArtworkRepSuite","",""
"","73","Success","UserRepSuite","Mon Nov 03 18:25:36 GMT 2025","passed","Mon Nov 03 18:25:36 GMT 2025","","TestUserRep_Delete","",""
