"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","330","TestUserRep_Update","","Thu Nov 20 07:20:59 UTC 2025","passed","Thu Nov 20 07:20:59 UTC 2025","","UserRepSuite","",""
"","1","TestEventService_GetArtworksFromEvent","","Thu Nov 20 07:19:18 UTC 2025","passed","Thu Nov 20 07:19:18 UTC 2025","","EventServiceSuite","",""
"","0","TestAuthAdmin_VerifyByToken","","Thu Nov 20 07:19:15 UTC 2025","passed","Thu Nov 20 07:19:15 UTC 2025","","AuthAdminServiceSuite","",""
"","17","Author not found error","ArtworkRepSuite","Thu Nov 20 07:20:59 UTC 2025","passed","Thu Nov 20 07:20:59 UTC 2025","","TestArtworkRep_Add","",""
"","1121","TestEventRep_Update","","Thu Nov 20 07:20:55 UTC 2025","passed","Thu Nov 20 07:20:56 UTC 2025","","EventRepSuite","",""
"","573","Success","EventRepSuite","Thu Nov 20 07:20:55 UTC 2025","passed","Thu Nov 20 07:20:56 UTC 2025","","TestEventRep_Update","",""
"","0","TestCollectionServ_Delete","","Thu Nov 20 07:19:16 UTC 2025","passed","Thu Nov 20 07:19:16 UTC 2025","","CollectionServiceSuite","",""
"","114","TestCollectionRep_Update","","Thu Nov 20 07:20:59 UTC 2025","passed","Thu Nov 20 07:20:59 UTC 2025","","CollectionRepSuite","",""
"","72","Success","AdminRepSuite","Thu Nov 20 07:20:55 UTC 2025","passed","Thu Nov 20 07:20:55 UTC 2025","","TestAdminRep_GetByID","",""
"","0","TestEventService_DeleteArtworkFromEvent","","Thu Nov 20 07:19:18 UTC 2025","passed","Thu Nov 20 07:19:18 UTC 2025","","EventServiceSuite","",""
"","41","Collection not found error","ArtworkRepSuite","Thu Nov 20 07:20:59 UTC 2025","passed","Thu Nov 20 07:20:59 UTC 2025","","TestArtworkRep_Add","",""
"","0","TestBuyTicketsServ_ConfirmBuyTicket","","Thu Nov 20 07:19:16 UTC 2025","passed","Thu Nov 20 07:19:16 UTC 2025","","BuyTicketsServiceSuite","",""
"","1","TestSearcher_GetCollectionsStat","","Thu Nov 20 07:19:18 UTC 2025","passed","Thu Nov 20 07:19:18 UTC 2025","","SearcherServiceSuite","",""
"","129","Success with title filter","ArtworkRepSuite","Thu Nov 20 07:20:59 UTC 2025","passed","Thu Nov 20 07:21:00 UTC 2025","","TestArtworkRep_GetAllArtworks","",""
"","278","TestUserRep_GetByLogin","","Thu Nov 20 07:20:59 UTC 2025","passed","Thu Nov 20 07:20:59 UTC 2025","","UserRepSuite","",""
"","127","TestUserRep_GetAllSubscribed","","Thu Nov 20 07:20:59 UTC 2025","passed","Thu Nov 20 07:20:59 UTC 2025","","UserRepSuite","",""
"","106","Success","UserRepSuite","Thu Nov 20 07:20:59 UTC 2025","passed","Thu Nov 20 07:20:59 UTC 2025","","TestUserRep_Update","",""
"","16","Not found","CollectionRepSuite","Thu Nov 20 07:20:59 UTC 2025","passed","Thu Nov 20 07:20:59 UTC 2025","","TestCollectionRep_Delete","",""
"","483","Success with date range filter","EventRepSuite","Thu Nov 20 07:20:58 UTC 2025","passed","Thu Nov 20 07:20:58 UTC 2025","","TestEventRep_GetAllEvents","",""
"","0","TestSearcher_GetAllArtworks","","Thu Nov 20 07:19:18 UTC 2025","passed","Thu Nov 20 07:19:18 UTC 2025","","SearcherServiceSuite","",""
"","117","Success","ArtworkRepSuite","Thu Nov 20 07:20:59 UTC 2025","passed","Thu Nov 20 07:20:59 UTC 2025","","TestArtworkRep_GetByID","",""
"","531","Update function returns error","EventRepSuite","Thu Nov 20 07:20:56 UTC 2025","passed","Thu Nov 20 07:20:56 UTC 2025","","TestEventRep_Update","",""
"","46","Success","AuthorRepSuite","Thu Nov 20 07:21:00 UTC 2025","passed","Thu Nov 20 07:21:00 UTC 2025","","TestAuthorRep_Delete","",""
"","438","Success with title filter","EventRepSuite","Thu Nov 20 07:20:57 UTC 2025","passed","Thu Nov 20 07:20:58 UTC 2025","","TestEventRep_GetAllEvents","",""
"","1","TestEventService_Delete","","Thu Nov 20 07:19:18 UTC 2025","passed","Thu Nov 20 07:19:18 UTC 2025","","EventServiceSuite","",""
"","0","TestAuthZ_Authz_GetUserID","","Thu Nov 20 07:19:15 UTC 2025","passed","Thu Nov 20 07:19:15 UTC 2025","","AuthZServiceSuite","",""
"","19","Employee not found error","EventRepSuite","Thu Nov 20 07:20:57 UTC 2025","passed","Thu Nov 20 07:20:57 UTC 2025","","TestEventRep_Add","",""
"","7","Not found","AuthorRepSuite","Thu Nov 20 07:21:00 UTC 2025","passed","Thu Nov 20 07:21:00 UTC 2025","","TestAuthorRep_Update","",""
"","69","Duplicate login error","UserRepSuite","Thu Nov 20 07:20:59 UTC 2025","passed","Thu Nov 20 07:20:59 UTC 2025","","TestUserRep_Add","",""
"","120","Success","EmployeeRepSuite","Thu Nov 20 07:20:58 UTC 2025","passed","Thu Nov 20 07:20:58 UTC 2025","","TestEmployeeRep_Add","",""
"","121","TestEmployeeRep_Delete","","Thu Nov 20 07:20:58 UTC 2025","passed","Thu Nov 20 07:20:58 UTC 2025","","EmployeeRepSuite","",""
"","15","Not found","UserRepSuite","Thu Nov 20 07:20:59 UTC 2025","passed","Thu Nov 20 07:20:59 UTC 2025","","TestUserRep_Delete","",""
"","0","TestMailingService_SendMailToAllUsers","","Thu Nov 20 07:19:18 UTC 2025","passed","Thu Nov 20 07:19:18 UTC 2025","","MailingServiceSuite","",""
"","83","Update function returns error","EmployeeRepSuite","Thu Nov 20 07:20:58 UTC 2025","passed","Thu Nov 20 07:20:59 UTC 2025","","TestEmployeeRep_Update","",""
"","14","Not found","EventRepSuite","Thu Nov 20 07:20:56 UTC 2025","passed","Thu Nov 20 07:20:56 UTC 2025","","TestEventRep_SetNotValid","",""
"","364","TestArtworkRep_GetAllArtworks","","Thu Nov 20 07:20:59 UTC 2025","passed","Thu Nov 20 07:21:00 UTC 2025","","ArtworkRepSuite","",""
"","16","Not found","EventRepSuite","Thu Nov 20 07:20:56 UTC 2025","passed","Thu Nov 20 07:20:56 UTC 2025","","TestEventRep_GetArtworkIDs","",""
