"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18","Not found","EventRepSuite","Sun Nov 02 17:39:16 GMT 2025","passed","Sun Nov 02 17:39:16 GMT 2025","","TestEventRep_Update","",""
"","18","Not found","AuthorRepSuite","Sun Nov 02 17:39:15 GMT 2025","passed","Sun Nov 02 17:39:15 GMT 2025","","TestAuthorRep_Delete","",""
"","0","TestAuthZ_Authz_GetAdminID","","Sun Nov 02 17:37:19 GMT 2025","passed","Sun Nov 02 17:37:19 GMT 2025","","AuthZServiceSuite","",""
"","16","Not found","AuthorRepSuite","Sun Nov 02 17:39:15 GMT 2025","passed","Sun Nov 02 17:39:15 GMT 2025","","TestAuthorRep_GetByID","",""
"","18","Employee not found error","EventRepSuite","Sun Nov 02 17:39:16 GMT 2025","passed","Sun Nov 02 17:39:16 GMT 2025","","TestEventRep_Add","",""
"","129","TestAuthorRep_Update","","Sun Nov 02 17:39:15 GMT 2025","passed","Sun Nov 02 17:39:15 GMT 2025","","AuthorRepSuite","",""
"","11","Not found","AuthorRepSuite","Sun Nov 02 17:39:15 GMT 2025","passed","Sun Nov 02 17:39:15 GMT 2025","","TestAuthorRep_Update","",""
"","176","TestEventRep_CheckEmployeeByID","","Sun Nov 02 17:39:16 GMT 2025","passed","Sun Nov 02 17:39:16 GMT 2025","","EventRepSuite","",""
"","0","TestAuthorServ_Delete","","Sun Nov 02 17:37:20 GMT 2025","passed","Sun Nov 02 17:37:20 GMT 2025","","AuthorServiceSuite","",""
"","134","TestCollectionRep_Add","","Sun Nov 02 17:39:15 GMT 2025","passed","Sun Nov 02 17:39:15 GMT 2025","","CollectionRepSuite","",""
"","78","TestAdminRep_Add","","Sun Nov 02 17:39:15 GMT 2025","passed","Sun Nov 02 17:39:15 GMT 2025","","AdminRepSuite","",""
"","1235","TestEventRep_DeleteArtworkFromEvent","","Sun Nov 02 17:39:16 GMT 2025","passed","Sun Nov 02 17:39:17 GMT 2025","","EventRepSuite","",""
"","38","Success","CollectionRepSuite","Sun Nov 02 17:39:15 GMT 2025","passed","Sun Nov 02 17:39:15 GMT 2025","","TestCollectionRep_Add","",""
"","82","TestCollectionRep_GetAll","","Sun Nov 02 17:39:15 GMT 2025","passed","Sun Nov 02 17:39:15 GMT 2025","","CollectionRepSuite","",""
"","101","Has artworks - true","AuthorRepSuite","Sun Nov 02 17:39:15 GMT 2025","passed","Sun Nov 02 17:39:15 GMT 2025","","TestAuthorRep_HasArtworks","",""
