"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","TestUserService_ChangeSubscribeToMailing","","Sat Sep 20 18:15:45 GMT 2025","passed","Sat Sep 20 18:15:45 GMT 2025","","UserServiceSuite","",""
"","59","TestUserRep_GetAll","","Sat Sep 20 18:17:27 GMT 2025","failed","Sat Sep 20 18:17:27 GMT 2025","","UserRepSuite","",""
"","1","TestUserService_GetSelf","","Sat Sep 20 18:15:45 GMT 2025","passed","Sat Sep 20 18:15:45 GMT 2025","","UserServiceSuite","",""
