"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","78","Event not found","EventRepSuite","Wed Nov 19 13:04:46 UTC 2025","passed","Wed Nov 19 13:04:46 UTC 2025","","TestEventRep_AddArtworksToEvent","",""
"","35","Collection not found error","ArtworkRepSuite","Wed Nov 19 13:04:44 UTC 2025","passed","Wed Nov 19 13:04:44 UTC 2025","","TestArtworkRep_Add","",""
"","91","Duplicate ID error","EmployeeRepSuite","Wed Nov 19 13:04:48 UTC 2025","passed","Wed Nov 19 13:04:48 UTC 2025","","TestEmployeeRep_Add","",""
"","7","Author not found","AuthorRepSuite","Wed Nov 19 13:04:47 UTC 2025","passed","Wed Nov 19 13:04:47 UTC 2025","","TestAuthorRep_HasArtworks","",""
"","132","Empty result for artwork without events in date range","EventRepSuite","Wed Nov 19 13:04:45 UTC 2025","passed","Wed Nov 19 13:04:46 UTC 2025","","TestEventRep_GetEventsOfArtworkOnDate","",""
"","18","Not found","EventRepSuite","Wed Nov 19 13:04:46 UTC 2025","passed","Wed Nov 19 13:04:46 UTC 2025","","TestEventRep_SetNotValid","",""
"","7","Not found","AuthorRepSuite","Wed Nov 19 13:04:47 UTC 2025","passed","Wed Nov 19 13:04:47 UTC 2025","","TestAuthorRep_Update","",""
"","14","Not found","CollectionRepSuite","Wed Nov 19 13:04:47 UTC 2025","passed","Wed Nov 19 13:04:47 UTC 2025","","TestCollectionRep_Update","",""
"","455","Success","EventRepSuite","Wed Nov 19 13:04:44 UTC 2025","passed","Wed Nov 19 13:04:44 UTC 2025","","TestEventRep_DeleteArtworkFromEvent","",""
"","672","Success with date range filter","EventRepSuite","Wed Nov 19 13:04:46 UTC 2025","passed","Wed Nov 19 13:04:46 UTC 2025","","TestEventRep_GetAllEvents","",""
"","276","TestEmployeeRep_GetAll","","Wed Nov 19 13:04:48 UTC 2025","passed","Wed Nov 19 13:04:48 UTC 2025","","EmployeeRepSuite","",""
"","654","Success","EventRepSuite","Wed Nov 19 13:04:45 UTC 2025","passed","Wed Nov 19 13:04:46 UTC 2025","","TestEventRep_GetCollectionsStat","",""
"","89","Duplicate error","ArtworkRepSuite","Wed Nov 19 13:04:43 UTC 2025","passed","Wed Nov 19 13:04:44 UTC 2025","","TestArtworkRep_Add","",""
"","157","Success","ArtworkRepSuite","Wed Nov 19 13:04:43 UTC 2025","passed","Wed Nov 19 13:04:43 UTC 2025","","TestArtworkRep_Update","",""
"","1","TestArtworkService_Delete","","Wed Nov 19 13:03:02 UTC 2025","passed","Wed Nov 19 13:03:02 UTC 2025","","ArtworkServiceSuite","",""
"","19","Not found","CollectionRepSuite","Wed Nov 19 13:04:47 UTC 2025","passed","Wed Nov 19 13:04:47 UTC 2025","","TestCollectionRep_GetByID","",""
"","2242","TestEventRep_GetCollectionsStat","","Wed Nov 19 13:04:44 UTC 2025","passed","Wed Nov 19 13:04:46 UTC 2025","","EventRepSuite","",""
"","13","Not found","EmployeeRepSuite","Wed Nov 19 13:04:48 UTC 2025","passed","Wed Nov 19 13:04:48 UTC 2025","","TestEmployeeRep_Delete","",""
"","18","Employee not found error","EventRepSuite","Wed Nov 19 13:04:44 UTC 2025","passed","Wed Nov 19 13:04:44 UTC 2025","","TestEventRep_Add","",""
"","217","TestUserRep_GetByLogin","","Wed Nov 19 13:04:47 UTC 2025","passed","Wed Nov 19 13:04:47 UTC 2025","","UserRepSuite","",""
"","127","TestUserRep_GetAll","","Wed Nov 19 13:04:47 UTC 2025","passed","Wed Nov 19 13:04:47 UTC 2025","","UserRepSuite","",""
