"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","209","TestUserRep_Delete","","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","UserRepSuite","",""
"","78","TestAdminRep_Add","","Wed Sep 24 10:06:08 GMT 2025","passed","Wed Sep 24 10:06:08 GMT 2025","","AdminRepSuite","",""
"","123","TestUserRep_GetAllSubscribed","","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","UserRepSuite","",""
"","8","Not found","UserRepSuite","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","TestUserRep_UpdateSubscribeToMailing","",""
"","113","Success","AdminRepSuite","Wed Sep 24 10:06:08 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","TestAdminRep_GetAll","",""
"","50","Success","AuthorRepSuite","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","TestAuthorRep_Delete","",""
"","104","Success","UserRepSuite","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","TestUserRep_Update","",""
"","11","Not found","AuthorRepSuite","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","TestAuthorRep_Update","",""
"","75","Success","UserRepSuite","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","TestUserRep_Add","",""
"","61","Success","UserRepSuite","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","TestUserRep_GetByLogin","",""
"User register, auth, search events","561","TestUser_MVP","","Wed Sep 24 10:08:01 GMT 2025","passed","Wed Sep 24 10:08:02 GMT 2025","","UserE2ESuite","",""
"","57","Duplicate login error","AdminRepSuite","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","TestAdminRep_Update","",""
"","136","TestAdminRep_Update","","Wed Sep 24 10:06:08 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","AdminRepSuite","",""
"","122","Success","UserRepSuite","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","TestUserRep_GetAllSubscribed","",""
"","15","Not found","AuthorRepSuite","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","TestAuthorRep_GetByID","",""
"","38","TestCollectionRep_GetAll","","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","CollectionRepSuite","",""
"","13","Not found","AdminRepSuite","Wed Sep 24 10:06:08 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","TestAdminRep_GetByID","",""
"","53","Success","AuthorRepSuite","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","TestAuthorRep_GetByID","",""
"","158","TestAuthorRep_GetByID","","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","AuthorRepSuite","",""
"","219","TestAuthorRep_Add","","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","AuthorRepSuite","",""
"","129","TestUserRep_GetAll","","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","UserRepSuite","",""
"","241","TestUserRep_Add","","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","UserRepSuite","",""
"","282","TestUserRep_GetByLogin","","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","UserRepSuite","",""
"","71","Success","UserRepSuite","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","TestUserRep_GetByID","",""
"","306","TestUserRep_UpdateSubscribeToMailing","","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","UserRepSuite","",""
"","84","TestAdminRep_GetByID","","Wed Sep 24 10:06:08 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","AdminRepSuite","",""
"","87","TestUserRep_GetByID","","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","UserRepSuite","",""
"","81","Success","AuthorRepSuite","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","TestAuthorRep_Update","",""
"","70","Success","UserRepSuite","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","TestUserRep_Delete","",""
"","15","Not found","UserRepSuite","Wed Sep 24 10:06:09 GMT 2025","passed","Wed Sep 24 10:06:09 GMT 2025","","TestUserRep_GetByID","",""
