"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","75","Duplicate login error","AdminRepSuite","Sun Nov 02 15:05:55 GMT 2025","passed","Sun Nov 02 15:05:56 GMT 2025","","TestAdminRep_Add","",""
"","0","TestSearcher_GetAllEvents","","Sun Nov 02 15:04:15 GMT 2025","passed","Sun Nov 02 15:04:15 GMT 2025","","SearcherServiceSuite","",""
"","0","TestAuthZ_Authz_GetAdminID","","Sun Nov 02 15:04:13 GMT 2025","passed","Sun Nov 02 15:04:13 GMT 2025","","AuthZServiceSuite","",""
"","15","Not found","EventRepSuite","Sun Nov 02 15:05:56 GMT 2025","passed","Sun Nov 02 15:05:56 GMT 2025","","TestEventRep_Delete","",""
"","19","Author not found error","ArtworkRepSuite","Sun Nov 02 15:06:00 GMT 2025","passed","Sun Nov 02 15:06:00 GMT 2025","","TestArtworkRep_Add","",""
"","41","Collection not found error","ArtworkRepSuite","Sun Nov 02 15:06:00 GMT 2025","passed","Sun Nov 02 15:06:00 GMT 2025","","TestArtworkRep_Add","",""
"","17","Not found","EventRepSuite","Sun Nov 02 15:05:57 GMT 2025","passed","Sun Nov 02 15:05:57 GMT 2025","","TestEventRep_GetArtworkIDs","",""
"","13","Not found","EventRepSuite","Sun Nov 02 15:05:58 GMT 2025","passed","Sun Nov 02 15:05:58 GMT 2025","","TestEventRep_GetByID","",""
"","1","TestAuthorServ_Update","","Sun Nov 02 15:04:14 GMT 2025","passed","Sun Nov 02 15:04:14 GMT 2025","","AuthorServiceSuite","",""
"","660","Success","EventRepSuite","Sun Nov 02 15:05:56 GMT 2025","passed","Sun Nov 02 15:05:57 GMT 2025","","TestEventRep_GetCollectionsStat","",""
"","434","Update function returns error","EventRepSuite","Sun Nov 02 15:05:58 GMT 2025","passed","Sun Nov 02 15:05:58 GMT 2025","","TestEventRep_Update","",""
"","511","Success","EventRepSuite","Sun Nov 02 15:05:57 GMT 2025","passed","Sun Nov 02 15:05:58 GMT 2025","","TestEventRep_GetEventsOfArtworkOnDate","",""
"","91","TestUserRep_Delete","","Sun Nov 02 15:05:56 GMT 2025","passed","Sun Nov 02 15:05:56 GMT 2025","","UserRepSuite","",""
"","752","TestEventRep_CheckEmployeeByID","","Sun Nov 02 15:05:56 GMT 2025","passed","Sun Nov 02 15:05:57 GMT 2025","","EventRepSuite","",""
