"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","512","Success","EventRepSuite","Sat Nov 22 06:41:29 UTC 2025","passed","Sat Nov 22 06:41:30 UTC 2025","","TestEventRep_GetEventsOfArtworkOnDate","",""
"","148","Duplicate login error","EmployeeRepSuite","Sat Nov 22 06:41:28 UTC 2025","passed","Sat Nov 22 06:41:29 UTC 2025","","TestEmployeeRep_Add","",""
"","202","TestUserRep_GetAllSubscribed","","Sat Nov 22 06:41:28 UTC 2025","passed","Sat Nov 22 06:41:28 UTC 2025","","UserRepSuite","",""
"","31","Has artworks - false","AuthorRepSuite","Sat Nov 22 06:41:28 UTC 2025","passed","Sat Nov 22 06:41:28 UTC 2025","","TestAuthorRep_HasArtworks","",""
"","14","Not found","ArtworkRepSuite","Sat Nov 22 06:41:27 UTC 2025","passed","Sat Nov 22 06:41:27 UTC 2025","","TestArtworkRep_Delete","",""
"","111","TestAdminRep_GetAll","","Sat Nov 22 06:41:28 UTC 2025","passed","Sat Nov 22 06:41:28 UTC 2025","","AdminRepSuite","",""
"","0","TestEventService_GetArtworksFromEvent","","Sat Nov 22 06:39:32 UTC 2025","passed","Sat Nov 22 06:39:32 UTC 2025","","EventServiceSuite","",""
"","1","TestEventService_Add","","Sat Nov 22 06:39:32 UTC 2025","passed","Sat Nov 22 06:39:32 UTC 2025","","EventServiceSuite","",""
"","67","Success","UserRepSuite","Sat Nov 22 06:41:28 UTC 2025","passed","Sat Nov 22 06:41:28 UTC 2025","","TestUserRep_GetByID","",""
"","14","Employee does not exist","EventRepSuite","Sat Nov 22 06:41:29 UTC 2025","passed","Sat Nov 22 06:41:29 UTC 2025","","TestEventRep_CheckEmployeeByID","",""
"","15","Not found","CollectionRepSuite","Sat Nov 22 06:41:29 UTC 2025","passed","Sat Nov 22 06:41:29 UTC 2025","","TestCollectionRep_GetByID","",""
"","1","TestEventService_AddArtworksToEvent","","Sat Nov 22 06:39:32 UTC 2025","passed","Sat Nov 22 06:39:32 UTC 2025","","EventServiceSuite","",""
"","76","Success","CollectionRepSuite","Sat Nov 22 06:41:29 UTC 2025","passed","Sat Nov 22 06:41:29 UTC 2025","","TestCollectionRep_Update","",""
"","0","TestAuthUser_VerifyByToken","","Sat Nov 22 06:39:29 UTC 2025","passed","Sat Nov 22 06:39:29 UTC 2025","","AuthUserServiceSuite","",""
"","514","TestEventRep_Add","","Sat Nov 22 06:41:29 UTC 2025","passed","Sat Nov 22 06:41:29 UTC 2025","","EventRepSuite","",""
