"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14","Not found","AuthorRepSuite","Sat Nov 08 03:31:08 UTC 2025","passed","Sat Nov 08 03:31:08 UTC 2025","","TestAuthorRep_Update","",""
"","1","TestBuyTicketsServ_ConfirmBuyTicket","","Sat Nov 08 03:29:20 UTC 2025","passed","Sat Nov 08 03:29:20 UTC 2025","","BuyTicketsServiceSuite","",""
"","1","TestMailingService_SendMailToAllUsers","","Sat Nov 08 03:29:21 UTC 2025","passed","Sat Nov 08 03:29:21 UTC 2025","","MailingServiceSuite","",""
"","398","TestArtworkRep_GetAllArtworks","","Sat Nov 08 03:31:03 UTC 2025","passed","Sat Nov 08 03:31:03 UTC 2025","","ArtworkRepSuite","",""
"","118","Duplicate ID error","EmployeeRepSuite","Sat Nov 08 03:31:04 UTC 2025","passed","Sat Nov 08 03:31:04 UTC 2025","","TestEmployeeRep_Add","",""
"","0","TestAuthZ_Authz_GetUserID","","Sat Nov 08 03:29:19 UTC 2025","passed","Sat Nov 08 03:29:19 UTC 2025","","AuthZServiceSuite","",""
"","17","Not found","EmployeeRepSuite","Sat Nov 08 03:31:04 UTC 2025","passed","Sat Nov 08 03:31:04 UTC 2025","","TestEmployeeRep_Update","",""
"","127","TestAuthorRep_Update","","Sat Nov 08 03:31:08 UTC 2025","passed","Sat Nov 08 03:31:08 UTC 2025","","AuthorRepSuite","",""
"","18","Not found","ArtworkRepSuite","Sat Nov 08 03:31:03 UTC 2025","passed","Sat Nov 08 03:31:03 UTC 2025","","TestArtworkRep_GetByID","",""
"","0","TestArtworkService_Delete","","Sat Nov 08 03:29:18 UTC 2025","passed","Sat Nov 08 03:29:18 UTC 2025","","ArtworkServiceSuite","",""
"","21","Not found","EmployeeRepSuite","Sat Nov 08 03:31:04 UTC 2025","passed","Sat Nov 08 03:31:04 UTC 2025","","TestEmployeeRep_Delete","",""
"","2","TestCollectionServ_Delete","","Sat Nov 08 03:29:20 UTC 2025","passed","Sat Nov 08 03:29:20 UTC 2025","","CollectionServiceSuite","",""
"","0","TestAdminService_GetAllUsers","","Sat Nov 08 03:29:17 UTC 2025","passed","Sat Nov 08 03:29:17 UTC 2025","","AdminServiceSuite","",""
"","410","TestEmployeeRep_Add","","Sat Nov 08 03:31:04 UTC 2025","passed","Sat Nov 08 03:31:04 UTC 2025","","EmployeeRepSuite","",""
"","136","TestAuthorRep_HasArtworks","","Sat Nov 08 03:31:07 UTC 2025","passed","Sat Nov 08 03:31:08 UTC 2025","","AuthorRepSuite","",""
"","81","Success","AuthorRepSuite","Sat Nov 08 03:31:08 UTC 2025","passed","Sat Nov 08 03:31:08 UTC 2025","","TestAuthorRep_Update","",""
"","201","TestAuthorRep_GetByID","","Sat Nov 08 03:31:07 UTC 2025","passed","Sat Nov 08 03:31:08 UTC 2025","","AuthorRepSuite","",""
"","147","Duplicate login error","EmployeeRepSuite","Sat Nov 08 03:31:04 UTC 2025","passed","Sat Nov 08 03:31:04 UTC 2025","","TestEmployeeRep_Add","",""
"","271","Success","EmployeeRepSuite","Sat Nov 08 03:31:04 UTC 2025","passed","Sat Nov 08 03:31:04 UTC 2025","","TestEmployeeRep_GetAll","",""
"","153","TestEventRep_CheckEmployeeByID","","Sat Nov 08 03:31:04 UTC 2025","passed","Sat Nov 08 03:31:04 UTC 2025","","EventRepSuite","",""
"","518","Success","EventRepSuite","Sat Nov 08 03:31:04 UTC 2025","passed","Sat Nov 08 03:31:05 UTC 2025","","TestEventRep_GetEventsOfArtworkOnDate","",""
"","1","TestEventService_GetArtworksFromEvent","","Sat Nov 08 03:29:21 UTC 2025","passed","Sat Nov 08 03:29:21 UTC 2025","","EventServiceSuite","",""
"","353","Success","EventRepSuite","Sat Nov 08 03:31:05 UTC 2025","passed","Sat Nov 08 03:31:05 UTC 2025","","TestEventRep_AddArtworksToEvent","",""
"","18","Not found","UserRepSuite","Sat Nov 08 03:31:03 UTC 2025","passed","Sat Nov 08 03:31:03 UTC 2025","","TestUserRep_GetByLogin","",""
"","46","Success","AuthorRepSuite","Sat Nov 08 03:31:08 UTC 2025","passed","Sat Nov 08 03:31:08 UTC 2025","","TestAuthorRep_GetByID","",""
"","239","TestAuthorRep_Add","","Sat Nov 08 03:31:07 UTC 2025","passed","Sat Nov 08 03:31:08 UTC 2025","","AuthorRepSuite","",""
"","0","TestSearcher_GetCollectionsStat","","Sat Nov 08 03:29:22 UTC 2025","passed","Sat Nov 08 03:29:22 UTC 2025","","SearcherServiceSuite","",""
"","18","Not found","UserRepSuite","Sat Nov 08 03:31:03 UTC 2025","passed","Sat Nov 08 03:31:03 UTC 2025","","TestUserRep_GetByID","",""
